======================================================================
  BMEN-499 AlphaFold -- Performance Drop Analysis: LLM Judge 1
  Model   : BiomedBERT + Calibrated Symbolic Rules (LLM Judge 1)
  Metric  : Multi-metric Performance Drop Analysis
  Dataset : 13,396 DisProt proteins
  Questions evaluated: 100
======================================================================

WHAT IS PERFORMANCE DROP ANALYSIS?
----------------------------------------------------------------------
  Performance drop analysis identifies WHERE and WHY the model
  degrades compared to the best-performing questions.

  Combined performance score uses four metrics:
    NAUR F1      (weight=35%) -- chunked text overlap
    Agreement    (weight=35%) -- factual concept alignment
    Cosine sim   (weight=30%) -- semantic vector similarity
    Error penalty (-0.05 each error, capped at -0.50)

  Drop = best_score - current_score
  Drop labels:
    NO DROP          : drop = 0.0  (this is the best question)
    MINOR DROP       : drop < 0.10
    MODERATE DROP    : drop < 0.25
    SIGNIFICANT DROP : drop < 0.50
    SEVERE DROP      : drop >= 0.50

OVERALL PERFORMANCE SUMMARY
----------------------------------------------------------------------
  Best performance score  : 1.0000  (Q10 -- General)
  Worst performance score : 0.0000  (Q29 -- General)
  Mean performance score  : 0.8717
  Std deviation           : 0.2242  (inconsistent)
  Mean drop from best     : 0.1283

  Mean NAUR F1            : 0.8444
  Mean cosine similarity  : 0.9076
  Mean agreement score    : 0.9133
  Mean error count        : 0.32

  Drop severity breakdown:
    NO DROP          :  71 questions
    MINOR DROP       :   0 questions
    MODERATE DROP    :   1 questions
    SIGNIFICANT DROP :  25 questions
    SEVERE DROP      :   3 questions

  PERFORMANCE RANKING (best to worst):
    Rank  Q#    Score    Drop     Topic                     Label
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q23] What is the distribution of confidence score corrections applied by the neurosymbolic system?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q24] Does the system improve recall without sacrificing precision?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q25] How does performance vary across different protein families?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q26] Are improvements consistent across species in the DisProt dataset?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q27] Does the neurosymbolic model perform better on experimentally validated long IDRs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q28] How does retrieval quality impact final prediction confidence?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q29] Are confidence score corrections correlated with sequence length?
  Topic            : General
  Performance score: 0.0000
  Drop from best   : 1.0000  --  SEVERE DROP

  Metric breakdown:
    NAUR F1      : 0.0488  (drop=0.9512)
    Cosine sim   : 0.1054  (drop=0.8946)
    Agreement    : 0.2500  (drop=0.7500)
    Errors       : 3  (above best=3)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q30] Does neurosymbolic reasoning improve predictions for low-complexity regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q31] How does entropy of predictions change after symbolic reasoning?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q32] Does the system reduce systematic bias in terminal regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q33] Are gains from neurosymbolic processing statistically significant?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q34] How does performance compare against baseline machine learning models?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q35] Does adding domain knowledge improve classification boundaries?
  Topic            : Structural Domains
  Performance score: 0.8993
  Drop from best   : 0.1007  --  MODERATE DROP

  Metric breakdown:
    NAUR F1      : 0.8434  (drop=0.1566)
    Cosine sim   : 0.9304  (drop=0.0696)
    Agreement    : 0.9286  (drop=0.0714)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    92.6% of DisProt proteins contain at least one Pfam structured do
    main alongside disordered regions. Structured domains and IDRs fr
    equently co-occur in the same protein. Each region must be evalua
    ted independently rather than labeling the whole protein as order
    ed or disordered.

  LLM1 PREDICTION:
    92.6% of DisProt proteins contain at least one Pfam structured do
    main alongside their disordered regions. Structured domains and I
    DRs frequently co-occur. Each region must be evaluated independen
    tly rather than classifying the whole protein as ordered or disor
    dered.
----------------------------------------------------------------------

[Q36] How robust is the model to noisy or incomplete retrieval data?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q37] Does the neurosymbolic system improve calibration curves?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q38] How does Brier score change after calibration?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q39] Are prediction improvements uniform across all confidence intervals?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q40] Does neurosymbolic reasoning improve interpretability of predictions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q41] How does performance change when removing symbolic rules?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q42] Does the system better detect disordered binding regions?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q43] Are certain motifs better recognized after symbolic processing?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q44] How does the system handle conflicting retrieved evidence?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q45] Does neurosymbolic reasoning reduce overfitting?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q46] What is the effect on Matthews Correlation Coefficient (MCC)?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q47] Does performance degrade on unseen protein structures?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q48] How does retrieval latency affect prediction quality?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q49] Does symbolic reasoning improve alignment with experimental annotations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q50] Are prediction improvements localized or global across sequences?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q51] Does neurosymbolic RAG help identify disorder-to-order transitions?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q52] How does the system perform on proteins with multiple IDRs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q53] Does calibration reduce prediction skewness?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q54] Are confidence intervals narrower after processing?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q55] Does neurosymbolic reasoning improve classification of ambiguous residues?
  Topic            : Short IDR Detection
  Performance score: 0.7004
  Drop from best   : 0.2996  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6108  (drop=0.3892)
    Cosine sim   : 0.8165  (drop=0.1835)
    Agreement    : 0.8333  (drop=0.1667)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q56] How does the system perform under cross-validation?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q57] Does it generalize across different disorder prediction tools?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q58] Are improvements correlated with sequence conservation?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q59] Does retrieval of structural data improve predictions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q60] How does performance change with different window sizes?
  Topic            : Sliding Window
  Performance score: 0.7151
  Drop from best   : 0.2849  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6655  (drop=0.3345)
    Cosine sim   : 0.8260  (drop=0.1740)
    Agreement    : 0.8125  (drop=0.1875)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region in DisProt is 0.0 amino a
    cids. Windows larger than this mean risk smoothing out true short
     IDR signal. Window size must balance noise reduction against sig
    nal preservation.

  LLM1 PREDICTION:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region length in DisProt is 0.0 
    amino acids. If the sliding window size exceeds this mean short d
    isordered regions risk being averaged out and lost. Window size m
    ust balance noise reduction against signal preservation.
----------------------------------------------------------------------

[Q61] Does neurosymbolic reasoning help detect functional disorder regions?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q62] Are gains higher in specific residue compositions?
  Topic            : Short IDR Detection
  Performance score: 0.7004
  Drop from best   : 0.2996  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6108  (drop=0.3892)
    Cosine sim   : 0.8165  (drop=0.1835)
    Agreement    : 0.8333  (drop=0.1667)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q63] Does the system improve classification of edge residues in IDRs?
  Topic            : Short IDR Detection
  Performance score: 0.7004
  Drop from best   : 0.2996  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.6108  (drop=0.3892)
    Cosine sim   : 0.8165  (drop=0.1835)
    Agreement    : 0.8333  (drop=0.1667)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q64] How does prediction confidence correlate with experimental uncertainty?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q65] Does neurosymbolic reasoning improve long-range sequence dependencies?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
