======================================================================
  BMEN-499 AlphaFold -- Performance Drop: LLM Judge 2 vs Ground Truth
  Model   : Vanilla RAG -- BiomedBERT Retriever (LLM Judge 2)
  Metric  : Multi-metric Performance Drop Analysis
  Dataset : 13,396 DisProt proteins
  Questions evaluated: 100
======================================================================

WHAT IS LLM JUDGE 2 (VANILLA RAG)?
----------------------------------------------------------------------
  BiomedBERT retrieves top-k DisProt passages and concatenates
  them as the answer. No symbolic rules, no calibration.
  Performance drops reveal where pure retrieval struggles most.

PERFORMANCE SCORE FORMULA
----------------------------------------------------------------------
  Score = 0.35*NAUR_F1 + 0.30*Cosine + 0.35*Agreement - penalty
  Penalty = 0.05 per error (capped at 0.50)
  Drop = best_score - current_score
  Labels: NO DROP | MINOR (<0.10) | MODERATE (<0.25) |
          SIGNIFICANT (<0.50) | SEVERE (>=0.50)

OVERALL PERFORMANCE SUMMARY
----------------------------------------------------------------------
  Best score    : 1.0000  (Q10 -- General)
  Worst score   : 0.2878  (Q2 -- Short IDR Detection)
  Mean score    : 0.8407
  Std deviation : 0.2722  (inconsistent)
  Mean drop     : 0.1593
  Mean NAUR F1  : 0.8272
  Mean cosine   : 0.8790
  Mean agreement: 0.8828
  Mean errors   : 0.43

  Drop severity:
    NO DROP          :  74 questions
    MINOR DROP       :   0 questions
    MODERATE DROP    :   0 questions
    SIGNIFICANT DROP :   4 questions
    SEVERE DROP      :  22 questions

  PERFORMANCE RANKING (best to worst):
    Rank  Q#    Score    Drop     Topic                     Label
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q28] How does retrieval quality impact final prediction confidence?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q29] Are confidence score corrections correlated with sequence length?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q30] Does neurosymbolic reasoning improve predictions for low-complexity regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q31] How does entropy of predictions change after symbolic reasoning?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q32] Does the system reduce systematic bias in terminal regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q33] Are gains from neurosymbolic processing statistically significant?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q34] How does performance compare against baseline machine learning models?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q35] Does adding domain knowledge improve classification boundaries?
  Topic            : Structural Domains
  Performance score: 0.5749
  Drop from best   : 0.4251  --  SIGNIFICANT DROP
  Metrics: NAUR=0.4505 | Cosine=0.6407 | Agreement=0.6429 | Errors=0

  GROUND TRUTH:
    92.6% of DisProt proteins contain at least one Pfam structured do
    main alongside disordered regions. Structured domains and IDRs fr
    equently co-occur in the same protein. Each region must be evalua
    ted independently rather than labeling the whole protein as order
    ed or disordered.

  LLM2 PREDICTION (Vanilla RAG):
    92.6% of DisProt proteins contain Pfam domains alongside disorder
    ed regions confirming IDRs and structured domains frequently co-o
    ccur. Each region must be evaluated independently. Proteins with 
    no Pfam domains and disorder content above 0.5 are classified as 
    intrinsically disordered proteins IDPs.
----------------------------------------------------------------------

[Q36] How robust is the model to noisy or incomplete retrieval data?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q37] Does the neurosymbolic system improve calibration curves?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q38] How does Brier score change after calibration?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q39] Are prediction improvements uniform across all confidence intervals?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q40] Does neurosymbolic reasoning improve interpretability of predictions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q41] How does performance change when removing symbolic rules?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q42] Does the system better detect disordered binding regions?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q43] Are certain motifs better recognized after symbolic processing?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q44] How does the system handle conflicting retrieved evidence?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q45] Does neurosymbolic reasoning reduce overfitting?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q46] What is the effect on Matthews Correlation Coefficient (MCC)?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q47] Does performance degrade on unseen protein structures?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q48] How does retrieval latency affect prediction quality?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q49] Does symbolic reasoning improve alignment with experimental annotations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q50] Are prediction improvements localized or global across sequences?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q51] Does neurosymbolic RAG help identify disorder-to-order transitions?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q52] How does the system perform on proteins with multiple IDRs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q53] Does calibration reduce prediction skewness?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q54] Are confidence intervals narrower after processing?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q55] Does neurosymbolic reasoning improve classification of ambiguous residues?
  Topic            : Short IDR Detection
  Performance score: 0.2878
  Drop from best   : 0.7122  --  SEVERE DROP
  Metrics: NAUR=0.3439 | Cosine=0.5443 | Agreement=0.5833 | Errors=4

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM2 PREDICTION (Vanilla RAG):
    Of 0 DisProt regions 0.0% are shorter than 10 residues with mean 
    0.0 aa. Short IDRs are hard to predict reliably due to limited se
    quence context. Sliding window averaging smooths per-residue diso
    rder scores but windows larger than mean region length risk smoot
    hing out short IDRs entirely.
----------------------------------------------------------------------

[Q56] How does the system perform under cross-validation?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q57] Does it generalize across different disorder prediction tools?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q58] Are improvements correlated with sequence conservation?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q59] Does retrieval of structural data improve predictions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q60] How does performance change with different window sizes?
  Topic            : Sliding Window
  Performance score: 0.5634
  Drop from best   : 0.4366  --  SIGNIFICANT DROP
  Metrics: NAUR=0.5349 | Cosine=0.6913 | Agreement=0.6250 | Errors=1

  GROUND TRUTH:
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region in DisProt is 0.0 amino a
    cids. Windows larger than this mean risk smoothing out true short
     IDR signal. Window size must balance noise reduction against sig
    nal preservation.

  LLM2 PREDICTION (Vanilla RAG):
    Sliding window averaging smooths per-residue disorder scores to r
    educe noise. The mean disordered region length in DisProt is 0.0 
    amino acids. If sliding window size exceeds this mean short disor
    dered regions risk being averaged out and lost entirely.
----------------------------------------------------------------------

[Q61] Does neurosymbolic reasoning help detect functional disorder regions?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q62] Are gains higher in specific residue compositions?
  Topic            : Short IDR Detection
  Performance score: 0.2878
  Drop from best   : 0.7122  --  SEVERE DROP
  Metrics: NAUR=0.3439 | Cosine=0.5443 | Agreement=0.5833 | Errors=4

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM2 PREDICTION (Vanilla RAG):
    Of 0 DisProt regions 0.0% are shorter than 10 residues with mean 
    0.0 aa. Short IDRs are hard to predict reliably due to limited se
    quence context. Sliding window averaging smooths per-residue diso
    rder scores but windows larger than mean region length risk smoot
    hing out short IDRs entirely.
----------------------------------------------------------------------

[Q63] Does the system improve classification of edge residues in IDRs?
  Topic            : Short IDR Detection
  Performance score: 0.2878
  Drop from best   : 0.7122  --  SEVERE DROP
  Metrics: NAUR=0.3439 | Cosine=0.5443 | Agreement=0.5833 | Errors=4

  GROUND TRUTH:
    Of 0 annotated disordered regions in DisProt 0.0% are shorter tha
    n 10 residues with a mean region length of 0.0 amino acids. Short
     IDRs are underrepresented and prediction confidence drops for ve
    ry short disordered stretches due to insufficient sequence contex
    t.

  LLM2 PREDICTION (Vanilla RAG):
    Of 0 DisProt regions 0.0% are shorter than 10 residues with mean 
    0.0 aa. Short IDRs are hard to predict reliably due to limited se
    quence context. Sliding window averaging smooths per-residue diso
    rder scores but windows larger than mean region length risk smoot
    hing out short IDRs entirely.
----------------------------------------------------------------------

[Q64] How does prediction confidence correlate with experimental uncertainty?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q65] Does neurosymbolic reasoning improve long-range sequence dependencies?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q66] Are improvements stable across random seeds?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q67] Does the system perform better on curated subsets of DisProt?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q68] How does performance change when excluding uncertain regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q69] Does neurosymbolic reasoning improve classification of rare IDRs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q70] Are prediction gains dependent on dataset size?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q71] Does the system improve classification under imbalanced data?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q72] How does it perform on noisy annotations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q73] Does symbolic reasoning reduce prediction drift?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q74] How does performance compare before and after normalization?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q75] Does neurosymbolic reasoning improve stability across runs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q76] Are improvements larger for specific protein lengths?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q77] Does the system better align predictions with biological function?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q78] How does it handle missing sequence information?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q79] Does retrieval diversity impact performance?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q80] Are prediction improvements explainable through symbolic rules?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
